Transaction ID,Product Name
TX_1000,Sugar
TX_1000,Coffee
TX_1000,Bread
TX_1001,Coffee
TX_1001,Milk
TX_1001,Cheese
TX_1002,Coffee
TX_1002,Milk
TX_1002,Milk
TX_1003,Milk
TX_1003,Coffee
TX_1003,Coffee
TX_1004,Milk
TX_1004,Milk
TX_1004,Bread
TX_1005,Sugar
TX_1005,Coffee
TX_1005,Sugar
TX_1006,Coffee
TX_1006,Coffee
TX_1006,Sugar
TX_1007,Coffee
TX_1007,Sugar
TX_1007,Cheese
TX_1008,Coffee
TX_1008,Coffee
TX_1008,Coffee
TX_1009,Bread
TX_1009,Milk
TX_1009,Sugar
TX_1010,Sugar
TX_1010,Milk
TX_1010,Butter
TX_1011,Butter
TX_1011,Coffee
TX_1011,Bread
TX_1012,Bread
TX_1012,Soda
TX_1012,Milk
TX_1013,Cookies
TX_1013,Milk
TX_1013,Bread
TX_1014,Coffee
TX_1014,Soda
TX_1014,Soda
TX_1015,Sugar
TX_1015,Sugar
TX_1015,Milk
TX_1016,Cookies
TX_1016,Coffee
TX_1016,Sugar
TX_1017,Sugar
TX_1017,Coffee
TX_1017,Coffee
TX_1018,Milk
TX_1018,Bread
TX_1018,Cookies
TX_1019,Milk
TX_1019,Coffee
TX_1019,Bread
TX_1020,Sugar
TX_1020,Coffee
TX_1020,Sugar
TX_1021,Sugar
TX_1021,Bread
TX_1021,Soda
TX_1022,Eggs
TX_1022,Sugar
TX_1022,Butter
TX_1023,Milk
TX_1023,Bread
TX_1023,Milk
TX_1024,Butter
TX_1024,Butter
TX_1024,Sugar
TX_1025,Coffee
TX_1025,Milk
TX_1025,Bread
TX_1026,Milk
TX_1026,Coffee
TX_1026,Coffee
TX_1027,Coffee
TX_1027,Soda
TX_1027,Milk
TX_1028,Bread
TX_1028,Coffee
TX_1028,Milk
TX_1029,Soda
TX_1029,Tea
TX_1029,Coffee
TX_1030,Milk
TX_1030,Sugar
TX_1030,Bread
TX_1031,Coffee
TX_1031,Bread
TX_1031,Coffee
TX_1032,Milk
TX_1032,Bread
TX_1032,Bread
TX_1033,Bread
TX_1033,Bread
TX_1033,Coffee
TX_1034,Soda
TX_1034,Sugar
TX_1034,Milk
TX_1035,Coffee
TX_1035,Milk
TX_1035,Milk
TX_1036,Coffee
TX_1036,Soda
TX_1036,Bread
TX_1037,Eggs
TX_1037,Bread
TX_1037,Sugar
TX_1038,Milk
TX_1038,Tea
TX_1038,Milk
TX_1039,Sugar
TX_1039,Cookies
TX_1039,Soda
TX_1040,Soda
TX_1040,Bread
TX_1040,Milk
TX_1041,Coffee
TX_1041,Cookies
TX_1041,Sugar
TX_1042,Sugar
TX_1042,Milk
TX_1042,Milk
TX_1043,Sugar
TX_1043,Bread
TX_1043,Bread
TX_1044,Bread
TX_1044,Coffee
TX_1044,Milk
TX_1045,Cookies
TX_1045,Coffee
TX_1045,Milk
TX_1046,Soda
TX_1046,Soda
TX_1046,Sugar
TX_1047,Coffee
TX_1047,Milk
TX_1047,Tea
TX_1048,Sugar
TX_1048,Soda
TX_1048,Bread
TX_1049,Milk
TX_1049,Milk
TX_1049,Bread
